"Name","Link","Price_AMD","Price_USD","State","City","Address","Zipcode","Photos_Count","Ranking_Category","Rank_in_Category","N_Hotels_in_Category","Review_Count","Average_Score","Excellent_Rating","Good_Rating","Average_Rating","Poor_Rating","Terrible_Rating","Certificate","Language_distribution","Provider","Free_WiFi","Breakfast_Included","Free_Parking","Swimming_Pool","Hotel_Website","Special_Offer","Restaurant"
"Hotel Gladzor","https://www.tripadvisor.com//Hotel_Review-g2135874-d10810140-Reviews-Hotel_Gladzor-Yeghegnadzor_Vayots_Dzor_Province.html",62500,129,"Vayots Dzor Province","Yeghegnadzor","St. Momik 1","3601",0,"B&Bs / Inns in Yeghegnadzor",7,19,1,1,0,0,0,0,1,0,"{'English': 1}","Expedia.com","1","0","1","0","0","0","0"
"Hotel Gold","https://www.tripadvisor.com//Hotel_Review-g293932-d12353865-Reviews-Hotel_Gold-Yerevan.html",NA,NA,"Yerevan","Yerevan","Gribayedov Str. 23/1 23/1 building","0051",0,NA,0,0,0,0,0,0,0,0,0,0,"[]","TripAdvisor","1","0","1","0","0","0","0"
"Hotel House","https://www.tripadvisor.com//Hotel_Review-g293932-d2224576-Reviews-Hotel_House-Yerevan.html",NA,NA,"Yerevan","Yerevan","Arami str. 42","0010",53,"B&Bs / Inns in Yerevan",36,144,23,4,8,8,5,0,2,0,"{'English': 12, 'Russian': 7, 'Italian': 4}","Booking.com","1","0","1","0","0","0","0"
"Hotel Jrhogher","https://www.tripadvisor.com//Hotel_Review-g1160895-d15062577-Reviews-Hotel_Jrhogher-Dilijan_Tavush_Province.html",13333,27,"Tavush Province","Dilijan","Shaumyan 10 A","3901",0,NA,0,0,0,0,0,0,0,0,0,0,"[]","Booking.com","0","0","0","0","0","0","0"
"Hotel Kama","https://www.tripadvisor.com//Hotel_Review-g815353-d8029260-Reviews-Hotel_Kama-Gyumri_Shirak_Province.html",13333,27,"Shirak Province","Gyumri","Nzhdeh 3/2","3103",0,"B&Bs / Inns in Gyumri",9,28,1,5,1,0,0,0,0,0,"{'English': 0, 'Russian': 1}","Booking.com","1","0","1","0","0","0","0"
"Hotel Kambuz","https://www.tripadvisor.com//Hotel_Review-g666442-d9773233-Reviews-Hotel_Kambuz-Sevan_Lake_Sevan_Gegharkunik_Province.html",35000,72,"Gegharkunik Province","Lake Sevan","Sevan Poluostrov","1501",5,"Specialty Lodging in Sevan",7,19,4,3,0,0,0,0,1,0,"{'English': 1, 'Russian': 2, 'Italian': 1}","Booking.com","1","0","1","0","0","0","0"
"Hotel King","https://www.tripadvisor.com//Hotel_Review-g293932-d10451796-Reviews-Hotel_King-Yerevan.html",11658,24,"Yerevan","Yerevan","Sasuntsi David str. 76","0008",0,NA,0,0,0,0,0,0,0,0,0,0,"[]","Booking.com","0","0","0","0","0","0","0"
"Hotel Kirch","https://www.tripadvisor.com//Hotel_Review-g666439-d13968001-Reviews-Hotel_Kirch-Goris_Syunik_Province.html",187500,386,"Syunik Province","Goris","Syunik Street Stroenie,3-okh Etazhka","3201",19,"B&Bs / Inns in Goris",13,30,2,5,2,0,0,0,0,0,"{'English': 0, 'Russian': 2}","Expedia.com","0","0","0","0","0","0","0"
"Hotel Laguna","https://www.tripadvisor.com//Hotel_Review-g1438527-d2388260-Reviews-Hotel_Laguna-Vanadzor_Lori_Province.html",12500,26,"Lori Province","Vanadzor","Yerevanyan Ave. 68a","2016",6,"B&Bs / Inns in Vanadzor",3,16,14,4.5,7,5,2,0,0,0,"{'English': 9, 'Russian': 4, 'Spanish': 1}","Booking.com","1","0","1","0","0","0","0"
"Hotel Lalaner","https://www.tripadvisor.com//Hotel_Review-g1055321-d1155541-Reviews-Hotel_Lalaner-Sisian_Syunik_Province.html",11658,24,"Syunik Province","Sisian","Sisian St., House 29",NA,9,NA,0,0,13,3,0,4,7,2,0,0,"{'English': 7, 'Italian': 2, 'Spanish': 1}","Booking.com","0","0","0","0","0","0","1"
"Hotel Lara","https://www.tripadvisor.com//Hotel_Review-g666439-d2289640-Reviews-Hotel_Lara-Goris_Syunik_Province.html",23750,49,"Syunik Province","Goris","Kristaphora St., 21",NA,38,"Hotels in Goris",2,4,22,4,0,8,2,2,0,0,"{'English': 14, 'Russian': 4, 'Italian': 3, 'Greek': 1}","Booking.com","1","0","0","0","0","0","1"
"Hotel Lilia Yerevan","https://www.tripadvisor.com//Hotel_Review-g293932-d12011121-Reviews-Hotel_Lilia_Yerevan-Yerevan.html",24075,50,"Yerevan","Yerevan","Mashtots St.,14/4","0015",16,"B&Bs / Inns in Yerevan",49,144,7,4.5,5,1,1,0,0,0,"{'Russian': 4, 'English': 3}","Booking.com","0","0","0","0","0","0","0"
"Hotel M","https://www.tripadvisor.com//Hotel_Review-g293932-d12880529-Reviews-Hotel_M-Yerevan.html",NA,NA,"Yerevan","Yerevan","Alek Manukyan Street","0051",0,NA,0,0,0,0,0,0,0,0,0,0,"[]","TripAdvisor","0","0","0","0","0","0","0"
"Hotel Mana","https://www.tripadvisor.com//Hotel_Review-g666439-d2387909-Reviews-Hotel_Mana-Goris_Syunik_Province.html",65910,136,"Syunik Province","Goris","Syuniki Street 197","3201",16,"B&Bs / Inns in Goris",16,30,7,3.5,4,0,1,1,1,0,"{'English': 3, 'Russian': 3, 'German': 1}","Expedia.com","0","1","1","0","0","0","0"
"Hotel Meg","https://www.tripadvisor.com//Hotel_Review-g293932-d1232920-Reviews-Hotel_Meg-Yerevan.html",NA,NA,"Yerevan","Yerevan","Sarmen 1","0009",69,"Hotels in Yerevan",3,83,182,4.5,3,4,3,2,0,1,"{'English': 142, 'Russian': 20, 'Chinese': 17}","Hotels.com","1","0","1","0","0","0","0"
"Hotel Merien","https://www.tripadvisor.com//Hotel_Review-g293932-d14968845-Reviews-Hotel_Merien-Yerevan.html",NA,NA,"Yerevan","Yerevan","Myasnikyana ave 39/7","0025",0,NA,0,0,0,0,0,0,0,0,0,0,"[]","TripAdvisor","0","0","0","0","0","0","0"
"Hotel MINI","https://www.tripadvisor.com//Hotel_Review-g293932-d3336369-Reviews-Hotel_MINI-Yerevan.html",12492,26,"Yerevan","Yerevan","Abovyan str. 8","0010",5,"B&Bs / Inns in Yerevan",74,144,12,3,1,5,2,1,3,0,"{'Russian': 8, 'English': 3, 'Italian': 1}","Booking.com","1","0","0","0","0","0","1"
"Hotel Mirhav","https://www.tripadvisor.com//Hotel_Review-g666439-d1234773-Reviews-Hotel_Mirhav-Goris_Syunik_Province.html",23240,48,"Syunik Province","Goris","100 Mashdots Street",NA,186,"Hotels in Goris",1,4,201,4,7,8,5,5,6,1,"{'English': 107, 'French': 31, 'Russian': 25}","Booking.com","1","0","1","0","0","0","0"
"Hotel Mosh","https://www.tripadvisor.com//Hotel_Review-g2708789-d7205091-Reviews-Hotel_Mosh-Ijevan_Tavush_Province.html",12500,26,"Tavush Province","Ijevan","Erevanyan 3","4001",0,"Specialty Lodging in Ijevan",1,5,1,4,0,1,0,0,0,0,"{'English': 0, 'Turkish': 1}","Booking.com","1","0","1","0","0","0","0"
"Hotel National","https://www.tripadvisor.com//Hotel_Review-g293932-d3873711-Reviews-Hotel_National-Yerevan.html",40833,84,"Yerevan","Yerevan","Amiryan str. 4/3","0010",59,"Hotels in Yerevan",35,83,107,4,7,6,3,4,7,0,"{'Russian': 52, 'English': 45, 'Arabic': 2}","Booking.com","1","0","1","0","0","0","0"
"Hotel Ojax","https://www.tripadvisor.com//Hotel_Review-g2708789-d12825812-Reviews-Hotel_Ojax-Ijevan_Tavush_Province.html",10833,22,"Tavush Province","Ijevan","Erevanyan 217/1","4001",0,NA,0,0,0,0,0,0,0,0,0,0,"[]","Booking.com","1","0","1","0","0","0","0"
"Hotel Otevan","https://www.tripadvisor.com//Hotel_Review-g2708789-d7067713-Reviews-Hotel_Otevan-Ijevan_Tavush_Province.html",6658,14,"Tavush Province","Ijevan","Yerevanyan Str. 45","4001",0,NA,0,0,0,0,0,0,0,0,0,0,"[]","Booking.com","1","0","0","0","0","0","1"
"Hotel Petak","https://www.tripadvisor.com//Hotel_Review-g293932-d4263358-Reviews-Hotel_Petak-Yerevan.html",23367,48,"Yerevan","Yerevan","17_ Arshakunyats Ave.","0023",2,"Specialty Lodging in Yerevan",134,300,1,2,0,0,0,1,0,0,"{'English': 1}","Booking.com","1","0","1","0","0","0","0"
"Hotel Plaza Viktoria","https://www.tripadvisor.com//Hotel_Review-g815353-d12635722-Reviews-Hotel_Plaza_Viktoria-Gyumri_Shirak_Province.html",41667,86,"Shirak Province","Gyumri","Abovyan str. 244/1",NA,20,"B&Bs / Inns in Gyumri",4,28,12,4.5,6,4,2,0,0,0,"{'English': 4, 'Russian': 3, 'German': 2}","Expedia.com","1","0","1","0","0","0","0"
"Hotel Regineh","https://www.tripadvisor.com//Hotel_Review-g293932-d1237108-Reviews-Hotel_Regineh-Yerevan.html",19125,39,"Yerevan","Yerevan","Norki Ayginer St","0013",74,"Hotels in Yerevan",37,83,82,4,7,0,2,2,1,0,"{'English': 47, 'Russian': 15, 'German': 8}","Booking.com","1","0","1","0","0","0","0"
"Hotel Ritzar","https://www.tripadvisor.com//Hotel_Review-g293932-d6857101-Reviews-Hotel_Ritzar-Yerevan.html",18333,38,"Yerevan","Yerevan","Myasnikyan Side Street","0100",0,"B&Bs / Inns in Yerevan",76,144,3,2.5,0,0,0,1,0,0,"{'English': 1, 'Russian': 2}","Booking.com","0","0","0","1","0","0","0"
"Hotel Russia","https://www.tripadvisor.com//Hotel_Review-g2151208-d2299449-Reviews-Hotel_Russia-Tsakhkadzor_Kotayk_Province.html",33288,68,"Kotayk Province","Tsakhkadzor","8 Magistros Str.",NA,71,"Hotels in Tsakhkadzor",8,19,50,4,9,5,8,5,1,0,"{'Russian': 26, 'English': 17, 'French': 3}","Expedia.com","1","0","0","1","0","0","0"
"Hotel SAYA","https://www.tripadvisor.com//Hotel_Review-g2151208-d12559290-Reviews-Hotel_SAYA-Tsakhkadzor_Kotayk_Province.html",26658,55,"Kotayk Province","Tsakhkadzor","Grigor Magistros 1","2310",1,"B&Bs / Inns in Tsakhkadzor",8,26,1,4,0,1,0,0,0,0,"{'English': 1}","Booking.com","1","0","1","0","0","0","0"
"Hotel Sem","https://www.tripadvisor.com//Hotel_Review-g293932-d10697882-Reviews-Hotel_Sem-Yerevan.html",NA,NA,"Yerevan","Yerevan",NA,"0023",0,NA,0,0,0,0,0,0,0,0,0,0,"[]","Booking.com","0","0","0","0","0","0","0"
"Hotel Sevan 3","https://www.tripadvisor.com//Hotel_Review-g666442-d12675367-Reviews-Hotel_Sevan_3-Sevan_Lake_Sevan_Gegharkunik_Province.html",7500,15,"Gegharkunik Province","Lake Sevan","AH83 Poluostrov Sevan","1501",21,"B&Bs / Inns in Sevan",4,16,2,3,1,0,0,0,1,0,"{'German': 1, 'English': 1}","Booking.com","0","0","0","0","0","0","0"
"Hotel Sevano","https://www.tripadvisor.com//Hotel_Review-g666442-d12844184-Reviews-Hotel_Sevano-Sevan_Lake_Sevan_Gegharkunik_Province.html",41658,86,"Gegharkunik Province","Lake Sevan","Gorcaranayin 8","1501",1,"B&Bs / Inns in Sevan",5,16,2,2.5,0,1,0,0,1,0,"{'English': 2}","Booking.com","0","0","0","0","0","0","0"
"Hotel Terjan","https://www.tripadvisor.com//Hotel_Review-g293932-d308342-Reviews-Hotel_Terjan-Yerevan.html",8325,17,"Yerevan","Yerevan","5th Street","375029",0,"Hotels in Yerevan",72,83,1,5,1,0,0,0,0,0,"{'English': 1}","Booking.com","0","1","0","1","0","0","0"
"Hotel Tigran Mets","https://www.tripadvisor.com//Hotel_Review-g293932-d8783668-Reviews-Hotel_Tigran_Mets-Yerevan.html",20833,43,"Yerevan","Yerevan","Tigran Mets Avenue 9","0013",52,"Specialty Lodging in Yerevan",31,300,28,4.5,6,6,4,2,0,0,"{'Russian': 14, 'English': 13, 'Spanish': 1}","Booking.com","1","1","0","0","0","0","0"
"Hotel Tsakhkatun","https://www.tripadvisor.com//Hotel_Review-g2151208-d3539799-Reviews-Hotel_Tsakhkatun-Tsakhkadzor_Kotayk_Province.html",NA,NA,"Kotayk Province","Tsakhkadzor","Vladimir Harutyunyan Street 13","2310",9,"B&Bs / Inns in Tsakhkadzor",3,26,11,4.5,8,3,0,0,0,0,"{'Russian': 10, 'French': 1, 'English': 0}","Booking.com","1","0","0","0","0","0","1"
"Hotel Vanadzor","https://www.tripadvisor.com//Hotel_Review-g1438527-d15551077-Reviews-Hotel_Vanadzor-Vanadzor_Lori_Province.html",18325,38,"Lori Province","Vanadzor","Zoravar Andranik Street","2007",0,NA,0,0,0,0,0,0,0,0,0,0,"[]","Booking.com","0","0","0","0","0","0","0"
"Hotel VEM BB on Bagratuniats 3/2","https://www.tripadvisor.com//Hotel_Review-g293932-d11955461-Reviews-Hotel_VEM_BB_on_Bagratuniats_3_2-Yerevan.html",NA,NA,"Yerevan","Yerevan","Bagratunyants str. 3/2","0039",0,NA,0,0,0,0,0,0,0,0,0,0,"[]","TripAdvisor","0","0","0","0","0","0","0"
"Hotel Vivas","https://www.tripadvisor.com//Hotel_Review-g666439-d2209490-Reviews-Hotel_Vivas-Goris_Syunik_Province.html",40833,84,"Syunik Province","Goris","Syunik 65","3201",8,"B&Bs / Inns in Goris",6,30,24,4,0,1,2,0,1,0,"{'Russian': 12, 'English': 10, 'Greek': 1, 'Italian': 1}","Booking.com","1","0","1","0","0","0","0"
"Hotel Yan - Hostel","https://www.tripadvisor.com//Hotel_Review-g815351-d15186099-Reviews-Hotel_Yan_Hostel-Alaverdi_Lori_Province.html",31500,65,"Lori Province","Alaverdi","Yegit Jravazani 73","1707",0,NA,0,0,0,0,0,0,0,0,0,0,"[]","Booking.com","0","0","0","0","0","0","0"
"Hotel Zvartnots in Tsaghkadzor","https://www.tripadvisor.com//Hotel_Review-g2151208-d12160087-Reviews-Hotel_Zvartnots_in_Tsaghkadzor-Tsakhkadzor_Kotayk_Province.html",20000,41,"Kotayk Province","Tsakhkadzor","Isahakyan 5/2","2310",0,NA,0,0,0,0,0,0,0,0,0,0,"[]","Booking.com","0","0","0","0","0","0","0"
"Hotel","https://www.tripadvisor.com//Hotel_Review-g815353-d15189827-Reviews-Hotel-Gyumri_Shirak_Province.html",37500,77,"Shirak Province","Gyumri","Yerevanskoye Shosse","0032",0,NA,0,0,0,0,0,0,0,0,0,0,"[]","Expedia.com","0","0","0","0","0","0","0"
"House Abel","https://www.tripadvisor.com//Hotel_Review-g2151208-d15880706-Reviews-House_Abel-Tsakhkadzor_Kotayk_Province.html",187500,386,"Kotayk Province","Tsakhkadzor","Armenia Caxkadzor Mayisyan 2","2310",0,NA,0,0,0,0,0,0,0,0,0,0,"[]","Expedia.com","0","0","0","0","0","0","0"
"Hov Hotel","https://www.tripadvisor.com//Hotel_Review-g293932-d12851589-Reviews-Hov_Hotel-Yerevan.html",NA,NA,"Yerevan","Yerevan","Paronyana str. 28","0015",0,NA,0,0,0,0,0,0,0,0,0,0,"[]","Agoda.com","1","0","1","0","0","0","0"
"Hovhan Guest House","https://www.tripadvisor.com//Hotel_Review-g293932-d10767849-Reviews-Hovhan_Guest_House-Yerevan.html",NA,NA,"Yerevan","Yerevan","Barbyusi str. 42/3","0028",0,NA,0,0,0,0,0,0,0,0,0,0,"[]","Booking.com","1","0","1","0","0","0","0"
"Hrashk Hotel","https://www.tripadvisor.com//Hotel_Review-g293932-d10727175-Reviews-Hrashk_Hotel-Yerevan.html",NA,NA,"Yerevan","Yerevan","Bagrevand St. , 35 Building","2227",0,NA,0,0,0,0,0,0,0,0,0,0,"[]","Hotels.com","1","0","1","0","0","0","0"
"Hrazdan Hotel","https://www.tripadvisor.com//Hotel_Review-g293932-d308338-Reviews-Hrazdan_Hotel-Yerevan.html",23333,48,"Yerevan","Yerevan","Dzorapi ili Dzoragyukh str. 72","0015",105,"Hotels in Yerevan",43,83,100,3.5,6,2,2,8,2,0,"{'English': 45, 'Russian': 36, 'French': 7}","Booking.com","1","0","1","0","0","0","0"
"Hyatt Place Jermuk","https://www.tripadvisor.com//Hotel_Review-g2708780-d8443496-Reviews-Hyatt_Place_Jermuk-Jermuk_Vayots_Dzor_Province.html",20825,43,"Vayots Dzor Province","Jermuk","Shahumyan 7/5","3701",185,"Hotels in Jermuk",2,6,172,4.5,7,7,2,3,3,1,"{'English': 109, 'Russian': 53, 'German': 3}","Booking.com","1","0","1","0","0","0","0"
"Hyatt Place Yerevan","https://www.tripadvisor.com//Hotel_Review-g293932-d5281493-Reviews-Hyatt_Place_Yerevan-Yerevan.html",36908,76,"Yerevan","Yerevan","Vazgen Sargsyan, 26/1","0010",149,"Hotels in Yerevan",13,83,314,4.5,1,3,8,8,3,1,"{'English': 202, 'Russian': 72, 'German': 14}","Expedia.com","1","0","1","0","0","0","0"
"HyeLandz Eco Village Resort","https://www.tripadvisor.com//Hotel_Review-g293932-d3512376-Reviews-HyeLandz_Eco_Village_Resort-Yerevan.html",38095,78,"Yerevan","Yerevan","2nd Street","2216",472,"Specialty Lodging in Yerevan",3,300,118,5,6,8,0,1,3,1,"{'English': 93, 'Russian': 15, 'French': 7}","Booking.com","1","0","1","0","0","0","0"
"ibis Yerevan Center Hotel","https://www.tripadvisor.com//Hotel_Review-g293932-d11665411-Reviews-Ibis_Yerevan_Center_Hotel-Yerevan.html",NA,NA,"Yerevan","Yerevan","Northern Avenue 5/1","0001",258,"Hotels in Yerevan",8,83,339,4.5,9,6,5,7,4,1,"{'English': 186, 'Russian': 89, 'French': 27}","Hotels.com","1","0","1","0","1","0","0"
"Ibiza Hotel & Sauna","https://www.tripadvisor.com//Hotel_Review-g293932-d7380773-Reviews-Ibiza_Hotel_Sauna-Yerevan.html",16667,34,"Yerevan","Yerevan","Myasnikyana ave 18/5","0025",19,"B&Bs / Inns in Yerevan",48,144,9,4,5,0,0,2,1,0,"{'English': 5, 'Russian': 3}","Booking.com","1","0","1","0","0","0","0"
"Imperial Palace Hotel","https://www.tripadvisor.com//Hotel_Review-g293932-d4886384-Reviews-Imperial_Palace_Hotel-Yerevan.html",NA,NA,"Yerevan","Yerevan","Koryun str. 23","0009",269,"Hotels in Yerevan",40,83,154,4,1,7,4,5,7,1,"{'English': 75, 'Russian': 49, 'Spanish': 10}","Hotels.com","1","0","1","0","0","0","0"
"Impulse","https://www.tripadvisor.com//Hotel_Review-g1160895-d3539735-Reviews-Impulse-Dilijan_Tavush_Province.html",37284,77,"Tavush Province","Dilijan","Parz Lich St., 14","3901",14,"Specialty Lodging in Dilijan",20,46,1,5,1,0,0,0,0,0,"{'English': 1}","Booking.com","0","0","0","1","0","0","0"
"In Tsaghkadzor Hotel","https://www.tripadvisor.com//Hotel_Review-g2151208-d7395840-Reviews-In_Tsaghkadzor_Hotel-Tsakhkadzor_Kotayk_Province.html",187500,386,"Kotayk Province","Tsakhkadzor","Kecharisi","2310",0,NA,0,0,0,0,0,0,0,0,0,0,"[]","Expedia.com","1","0","0","0","0","0","1"
"Inexpensive B&B","https://www.tripadvisor.com//Hotel_Review-g1438527-d15353040-Reviews-Inexpensive_B_B-Vanadzor_Lori_Province.html",24648,51,"Lori Province","Vanadzor","Karbyshev Street","2009",0,NA,0,0,0,0,0,0,0,0,0,0,"[]","Expedia.com","0","0","0","0","0","0","0"
"Inga Hotel Yerevan","https://www.tripadvisor.com//Hotel_Review-g293932-d15219439-Reviews-Inga_Hotel_Yerevan-Yerevan.html",13325,27,"Yerevan","Yerevan","Leningradyan St","0099",18,NA,0,0,0,0,0,0,0,0,0,0,"[]","Booking.com","1","0","1","0","0","0","0"
"Inn Delichi","https://www.tripadvisor.com//Hotel_Review-g293932-d10553726-Reviews-Inn_Delichi-Yerevan.html",NA,NA,"Yerevan","Yerevan","Beknazaryan Str. 5","0048",0,NA,0,0,0,0,0,0,0,0,0,0,"[]","Booking.com","1","0","1","0","0","0","0"
"Inn Grand House","https://www.tripadvisor.com//Hotel_Review-g2711245-d10733680-Reviews-Inn_Grand_House-Kapan_Syunik_Province.html",10156,21,"Syunik Province","Kapan","Shinararneri Street 6","3306",3,"B&Bs / Inns in Kapan",2,9,2,4.5,1,1,0,0,0,0,"{'English': 0, 'Russian': 2}","Expedia.com","1","0","0","1","0","0","0"
"Inn Green Day","https://www.tripadvisor.com//Hotel_Review-g1160895-d12150640-Reviews-Inn_Green_Day-Dilijan_Tavush_Province.html",6154,13,"Tavush Province","Dilijan","Kamo Street House 203","3904",0,NA,0,0,0,0,0,0,0,0,0,0,"[]","Booking.com","0","0","0","0","0","0","0"
"Inter Hostel","https://www.tripadvisor.com//Hotel_Review-g293932-d8336389-Reviews-Inter_Hostel-Yerevan.html",9000,19,"Yerevan","Yerevan","Tolstoy St., 49","0010",22,"Specialty Lodging in Yerevan",79,300,19,3.5,0,2,2,0,5,0,"{'Russian': 10, 'English': 8, 'Arabic': 1}","Booking.com","1","0","1","0","0","0","0"
"International Hostel Yerevan","https://www.tripadvisor.com//Hotel_Review-g293932-d6681360-Reviews-International_Hostel_Yerevan-Yerevan.html",10825,22,"Yerevan","Yerevan","23/11 Leningradyan Str.","0099",0,"Specialty Lodging in Yerevan",127,300,1,4,0,1,0,0,0,0,"{'English': 1}","Booking.com","0","0","0","0","0","0","0"
"iRoom - Guest House/Hostel in Yerevan","https://www.tripadvisor.com//Hotel_Review-g293932-d15208687-Reviews-IRoom_Guest_House_Hostel_in_Yerevan-Yerevan.html",NA,NA,"Yerevan","Yerevan","Paronyana str. 21","0015",0,NA,0,0,0,0,0,0,0,0,0,0,"[]","Booking.com","0","0","0","0","0","0","0"
"Jasmin Hotel","https://www.tripadvisor.com//Hotel_Review-g293932-d8465557-Reviews-Jasmin_Hotel-Yerevan.html",NA,NA,"Yerevan","Yerevan","Fuchika str. 1","0078",0,NA,0,0,0,0,0,0,0,0,0,0,"[]","Booking.com","0","0","0","0","0","0","0"
"Jericho March Hostel","https://www.tripadvisor.com//Hotel_Review-g293932-d12540489-Reviews-Jericho_March_Hostel-Yerevan.html",NA,NA,"Yerevan","Yerevan","Nalbandyan Street 19\1","0001",0,NA,0,0,0,0,0,0,0,0,0,0,"[]","TripAdvisor","0","0","0","0","0","0","0"
"Jermuk Ashkharh Sanatorium","https://www.tripadvisor.com//Hotel_Review-g2708780-d6475336-Reviews-Jermuk_Ashkharh_Sanatorium-Jermuk_Vayots_Dzor_Province.html",22500,46,"Vayots Dzor Province","Jermuk","Shahumyan str 20","3701",14,"Hotels in Jermuk",4,6,8,4,3,2,3,0,0,0,"{'Russian': 7, 'English': 2}","Booking.com","1","0","1","0","0","0","0"
"Jermuk Guest House","https://www.tripadvisor.com//Hotel_Review-g2708780-d12634755-Reviews-Jermuk_Guest_House-Jermuk_Vayots_Dzor_Province.html",9325,19,"Vayots Dzor Province","Jermuk","Shahumyan Street 3/1","3701",0,NA,0,0,0,0,0,0,0,0,0,0,"[]","Booking.com","1","0","1","0","0","0","0"
"JERMUK Hotel & SPA","https://www.tripadvisor.com//Hotel_Review-g2708780-d15755258-Reviews-JERMUK_Hotel_SPA-Jermuk_Vayots_Dzor_Province.html",13333,27,"Vayots Dzor Province","Jermuk","Myasnikyana 27","3701",6,"Specialty Lodging in Jermuk",1,6,1,5,1,0,0,0,0,0,"{'English': 1}","Booking.com","0","0","0","0","0","0","0"
"Jermuk Life Hotel","https://www.tripadvisor.com//Hotel_Review-g2708780-d5858077-Reviews-Jermuk_Life_Hotel-Jermuk_Vayots_Dzor_Province.html",20825,43,"Vayots Dzor Province","Jermuk","Shaumyana St., 10/1",NA,2,"B&Bs / Inns in Jermuk",3,10,6,4.5,2,0,0,0,0,0,"{'English': 2, 'Russian': 4}","Booking.com","1","0","0","0","0","0","0"
"Jermuk Moscow","https://www.tripadvisor.com//Hotel_Review-g2708780-d6214517-Reviews-Jermuk_Moscow-Jermuk_Vayots_Dzor_Province.html",20833,43,"Vayots Dzor Province","Jermuk","Melik-Adamyan St., 6",NA,15,"Hotels in Jermuk",5,6,5,3.5,1,2,1,0,1,0,"{'Russian': 3, 'English': 2}","Booking.com","1","0","1","0","0","0","0"
"Jermuk Verona Resort","https://www.tripadvisor.com//Hotel_Review-g2708780-d3531692-Reviews-Jermuk_Verona_Resort-Jermuk_Vayots_Dzor_Province.html",9000,19,"Vayots Dzor Province","Jermuk","Shahumyana St., 9/1",NA,95,"B&Bs / Inns in Jermuk",1,10,45,4,6,4,0,5,0,0,"{'Russian': 24, 'English': 14, 'French': 4}","Booking.com","1","0","1","0","0","0","0"
"Jermuk Villa Imperial","https://www.tripadvisor.com//Hotel_Review-g2708780-d11798446-Reviews-Jermuk_Villa_Imperial-Jermuk_Vayots_Dzor_Province.html",15000,31,"Vayots Dzor Province","Jermuk","Sarvorneri 5","3702",7,"Specialty Lodging in Jermuk",2,6,1,4,0,1,0,0,0,0,"{'English': 1}","Booking.com","1","0","1","0","0","0","0"
"Joyful Hostel","https://www.tripadvisor.com//Hotel_Review-g293932-d12923566-Reviews-Joyful_Hostel-Yerevan.html",NA,NA,"Yerevan","Yerevan","31 Nikol Duman Street","0010",0,NA,0,0,0,0,0,0,0,0,0,0,"[]","TripAdvisor","0","0","0","0","0","0","0"
"JR's House","https://www.tripadvisor.com//Hotel_Review-g293932-d4267841-Reviews-JR_s_House-Yerevan.html",NA,NA,"Yerevan","Yerevan","4/1 James Bryce Street","0019",69,"Specialty Lodging in Yerevan",4,300,109,4.5,3,0,2,1,3,1,"{'English': 72, 'Russian': 27, 'French': 6}","Hotels.com","1","1","0","0","0","0","0"
"Jrahars Resort","https://www.tripadvisor.com//Hotel_Review-g666442-d14934517-Reviews-Jrahars_Resort-Sevan_Lake_Sevan_Gegharkunik_Province.html",12843,26,"Gegharkunik Province","Lake Sevan","M4","0033",0,NA,0,0,0,0,0,0,0,0,0,0,"[]","Booking.com","1","0","1","0","0","0","0"
"Jupiter Hotel","https://www.tripadvisor.com//Hotel_Review-g2151208-d2259214-Reviews-Jupiter_Hotel-Tsakhkadzor_Kotayk_Province.html",23325,48,"Kotayk Province","Tsakhkadzor","Tsakhkunac 1","2310",37,"B&Bs / Inns in Tsakhkadzor",2,26,23,4.5,7,6,0,0,0,0,"{'Russian': 17, 'English': 6}","Booking.com","1","0","0","0","0","0","1"
"Kabayan EG Hostel Armenia","https://www.tripadvisor.com//Hotel_Review-g293932-d13530668-Reviews-Kabayan_EG_Hostel_Armenia-Yerevan.html",NA,NA,"Yerevan","Yerevan","Avag Petrosyan Street","0042",0,NA,0,0,0,0,0,0,0,0,0,0,"[]","Agoda.com","1","0","0","0","0","0","0"
"Kabayan Hostel & Tours","https://www.tripadvisor.com//Hotel_Review-g293932-d12701479-Reviews-Kabayan_Hostel_Tours-Yerevan.html",NA,NA,"Yerevan","Yerevan","Vardanantsa str. 4","0010",0,"Specialty Lodging in Yerevan",139,300,2,2,0,0,0,0,1,0,"{'English': 1, 'Russian': 1}","Booking.com","0","0","0","0","0","0","0"
"Kamelot","https://www.tripadvisor.com//Hotel_Review-g1160895-d10701539-Reviews-Kamelot-Dilijan_Tavush_Province.html",8333,17,"Tavush Province","Dilijan","Kamo 207/1","3901",0,NA,0,0,0,0,0,0,0,0,0,0,"[]","Booking.com","0","0","0","0","0","0","0"
"Kamurj Apart Hotel","https://www.tripadvisor.com//Hotel_Review-g293932-d11768914-Reviews-Kamurj_Apart_Hotel-Yerevan.html",26242,54,"Yerevan","Yerevan","Dzoragyugh Azgagrakana 21/1","0063",0,NA,0,0,0,0,0,0,0,0,0,0,"[]","Booking.com","1","0","1","0","0","0","0"
