"Name","Link","Price_AMD","Price_USD","State","City","Address","Zipcode","Photos_Count","Ranking_Category","Rank_in_Category","N_Hotels_in_Category","Review_Count","Average_Score","Excellent_Rating","Good_Rating","Average_Rating","Poor_Rating","Terrible_Rating","Certificate","Language_distribution","Provider","Free_WiFi","Breakfast_Included","Free_Parking","Swimming_Pool","Hotel_Website","Special_Offer","Restaurant"
"Kamurji Tak Dilijan","https://www.tripadvisor.com//Hotel_Review-g1160895-d10784766-Reviews-Kamurji_Tak_Dilijan-Dilijan_Tavush_Province.html",16667,34,"Tavush Province","Dilijan","Kalinin 314 a","3901",0,NA,0,0,0,0,0,0,0,0,0,0,"[]","Booking.com","0","0","0","0","0","0","0"
"Kantar","https://www.tripadvisor.com//Hotel_Review-g293932-d6984429-Reviews-Kantar-Yerevan.html",21000,43,"Yerevan","Yerevan","Dyekhatan str. 10","0010",206,"Specialty Lodging in Yerevan",2,300,182,4.5,7,3,8,1,3,1,"{'English': 91, 'Russian': 66, 'German': 6}","Booking.com","1","0","1","0","0","0","0"
"Kapsi Dzor Resort","https://www.tripadvisor.com//Hotel_Review-g815353-d13327636-Reviews-Kapsi_Dzor_Resort-Gyumri_Shirak_Province.html",8333,17,"Shirak Province","Gyumri","H32","2635",0,NA,0,0,0,0,0,0,0,0,0,0,"[]","Booking.com","0","0","0","0","0","0","0"
"Karimar B&B","https://www.tripadvisor.com//Hotel_Review-g2708789-d7059298-Reviews-Karimar_B_B-Ijevan_Tavush_Province.html",9989,21,"Tavush Province","Ijevan","Tavrizyan street 26","4001",0,NA,0,0,0,0,0,0,0,0,0,0,"[]","Booking.com","1","0","0","0","0","0","0"
"Karin's B&B","https://www.tripadvisor.com//Hotel_Review-g1055321-d15237424-Reviews-Karin_s_B_B-Sisian_Syunik_Province.html",29083,60,"Syunik Province","Sisian","Andok Ishkhani Gavit 3/1","3501",0,"Specialty Lodging in Sisian",2,2,1,5,1,0,0,0,0,0,"{'English': 1}","Expedia.com","0","0","0","0","0","0","0"
"Karin Resort Aghveran","https://www.tripadvisor.com//Hotel_Review-g5921305-d10819738-Reviews-Karin_Resort_Aghveran-Arzakan_Kotayk_Province.html",19992,41,"Kotayk Province","Arzakan","Ulitsa Barekamutyun 66/2","2503",0,"Hotels in Arzakan",3,4,6,2,1,0,0,1,4,0,"{'English': 6}","Booking.com","1","0","1","1","0","0","0"
"Karin","https://www.tripadvisor.com//Hotel_Review-g1160895-d15597733-Reviews-Karin-Dilijan_Tavush_Province.html",7500,15,"Tavush Province","Dilijan","Sayat Nova Street","3901",0,NA,0,0,0,0,0,0,0,0,0,0,"[]","Booking.com","0","0","0","0","0","0","0"
"Karine B&B","https://www.tripadvisor.com//Hotel_Review-g2135874-d12441258-Reviews-Karine_B_B-Yeghegnadzor_Vayots_Dzor_Province.html",15554,32,"Vayots Dzor Province","Yeghegnadzor","Spandaryan 66","3601",38,NA,0,0,0,0,0,0,0,0,0,0,"[]","Booking.com","1","0","1","0","0","0","0"
"Karinitas Family Hostel","https://www.tripadvisor.com//Hotel_Review-g293932-d10891048-Reviews-Karinitas_Family_Hostel-Yerevan.html",6658,14,"Yerevan","Yerevan","Isahakyan Street 14 Apt 9, 2nd floor","0001",0,NA,0,0,0,0,0,0,0,0,0,0,"[]","Booking.com","1","0","0","0","0","0","0"
"Karson Apartments","https://www.tripadvisor.com//Hotel_Review-g293932-d16720613-Reviews-Karson_Apartments-Yerevan.html",20000,41,"Yerevan","Yerevan","Abovyan 11","0025",0,NA,0,0,0,0,0,0,0,0,0,0,"[]","Booking.com","0","0","0","0","0","0","0"
"Karson Hostel","https://www.tripadvisor.com//Hotel_Review-g293932-d7198588-Reviews-Karson_Hostel-Yerevan.html",11990,25,"Yerevan","Yerevan","16 Isaakyan A. str., Apt. 10","0025",0,"Specialty Lodging in Yerevan",146,300,3,2.5,1,0,0,1,1,0,"{'English': 0, 'Russian': 3}","Booking.com","0","0","0","0","0","0","0"
"KaTun  Hostel","https://www.tripadvisor.com//Hotel_Review-g293932-d14411765-Reviews-KaTun_Hostel-Yerevan.html",7406,15,"Yerevan","Yerevan","Aygestan 3 str bld 9","0070",37,"Specialty Lodging in Yerevan",43,300,15,5,2,0,0,0,0,0,"{'English': 10, 'German': 1, 'Spanish': 1}","Expedia.com","1","0","1","0","0","0","0"
"KAV Guest House","https://www.tripadvisor.com//Hotel_Review-g293932-d16707999-Reviews-KAV_Guest_House-Yerevan.html",13325,27,"Yerevan","Yerevan","Lusinyants str. 11","0082",0,NA,0,0,0,0,0,0,0,0,0,0,"[]","Booking.com","1","0","1","0","0","0","0"
"Kecharis Hotel & Resort","https://www.tripadvisor.com//Hotel_Review-g2151208-d3612413-Reviews-Kecharis_Hotel_Resort-Tsakhkadzor_Kotayk_Province.html",36001,74,"Kotayk Province","Tsakhkadzor","Orbeli Brothers St. 20","2310",51,"B&Bs / Inns in Tsakhkadzor",1,26,49,4,9,0,5,3,2,0,"{'Russian': 28, 'English': 20, 'Italian': 1}","Expedia.com","1","0","1","0","0","0","0"
"Kesabella Touristic House","https://www.tripadvisor.com//Hotel_Review-g293932-d7059740-Reviews-Kesabella_Touristic_House-Yerevan.html",12500,26,"Yerevan","Yerevan","Yerevanian St., 3","0088",7,"B&Bs / Inns in Yerevan",37,144,5,4.5,3,1,0,0,0,0,"{'English': 4, 'Russian': 1}","Expedia.com","1","0","1","0","0","0","0"
"KHACHI TAK Guesthouse","https://www.tripadvisor.com//Hotel_Review-g2435003-d12730951-Reviews-KHACHI_TAK_Guesthouse-Areni_Vayots_Dzor_Province.html",11992,25,"Vayots Dzor Province","Areni","St., H.10 29","3604",0,NA,0,0,0,0,0,0,0,0,0,0,"[]","Booking.com","0","0","0","0","0","0","0"
"Khachik's B&B","https://www.tripadvisor.com//Hotel_Review-g666439-d2188586-Reviews-Khachik_s_B_B-Goris_Syunik_Province.html",29167,60,"Syunik Province","Goris","Davit Bek Street 13","3201",24,"B&Bs / Inns in Goris",3,30,55,4.5,4,6,2,1,2,0,"{'English': 36, 'Russian': 8, 'French': 5}","Booking.com","1","0","1","0","0","0","0"
"Kirovakan Hotel","https://www.tripadvisor.com//Hotel_Review-g1438527-d2443158-Reviews-Kirovakan_Hotel-Vanadzor_Lori_Province.html",18325,38,"Lori Province","Vanadzor","Mashtots Str 1","2017",9,"B&Bs / Inns in Vanadzor",5,16,13,4,4,4,4,1,0,0,"{'English': 6, 'Russian': 6, 'Spanish': 1}","Booking.com","0","0","0","0","0","0","0"
"Kirovi Tun","https://www.tripadvisor.com//Hotel_Review-g1160895-d14203971-Reviews-Kirovi_Tun-Dilijan_Tavush_Province.html",NA,NA,"Tavush Province","Dilijan","Kalinin Ln., 14/3 4","3905",51,"B&Bs / Inns in Dilijan",7,48,11,5,0,0,1,0,0,0,"{'English': 10, 'Russian': 1}","Booking.com","1","0","1","0","0","0","0"
"Komitas Avenue Guest House","https://www.tripadvisor.com//Hotel_Review-g293932-d12494833-Reviews-Komitas_Avenue_Guest_House-Yerevan.html",6648,14,"Yerevan","Yerevan","Komitas ave 51/1","0014",146,"Specialty Lodging in Yerevan",5,300,37,5,6,1,0,0,0,0,"{'Russian': 28, 'English': 8, 'French': 1}","Agoda.com","1","0","1","0","0","0","0"
"Kond guest house","https://www.tripadvisor.com//Hotel_Review-g293932-d14905575-Reviews-Kond_guest_house-Yerevan.html",12492,26,"Yerevan","Yerevan","Leo street","0002",0,NA,0,0,0,0,0,0,0,0,0,0,"[]","Booking.com","0","0","0","0","0","0","0"
"Kottedzhi","https://www.tripadvisor.com//Hotel_Review-g2151208-d12907472-Reviews-Kottedzhi-Tsakhkadzor_Kotayk_Province.html",11658,24,"Kotayk Province","Tsakhkadzor","Tsaghkadzor Isaakyan 13","2310",0,NA,0,0,0,0,0,0,0,0,0,0,"[]","Booking.com","0","0","0","0","0","0","0"
"Ktoor Guesthouse","https://www.tripadvisor.com//Hotel_Review-g1160895-d12437258-Reviews-Ktoor_Guesthouse-Dilijan_Tavush_Province.html",18333,38,"Tavush Province","Dilijan","Kalinin Street, 1st Blind Alley 90","3903",0,"B&Bs / Inns in Dilijan",15,48,2,5,2,0,0,0,0,0,"{'English': 2}","Booking.com","1","0","1","0","0","0","0"
"Kvartiri","https://www.tripadvisor.com//Hotel_Review-g293932-d13375292-Reviews-Kvartiri-Yerevan.html",NA,NA,"Yerevan","Yerevan","22 Vardanants Street Argishti 15","0070",0,NA,0,0,0,0,0,0,0,0,0,0,"[]","Booking.com","1","0","0","0","0","0","1"
"Kvrtira V Sierdtsie Ierievana","https://www.tripadvisor.com//Hotel_Review-g293932-d16715204-Reviews-Kvrtira_V_Sierdtsie_Ierievana-Yerevan.html",NA,NA,"Yerevan","Yerevan","Zaryan N. str. 4","0051",0,NA,0,0,0,0,0,0,0,0,0,0,"[]","TripAdvisor","0","0","0","0","0","0","0"
"Kyores Hotel","https://www.tripadvisor.com//Hotel_Review-g666439-d3537752-Reviews-Kyores_Hotel-Goris_Syunik_Province.html",NA,NA,"Syunik Province","Goris","G. Njdeh Str., 22",NA,0,"B&Bs / Inns in Goris",20,30,1,4,0,1,0,0,0,0,"{'English': 1}","TripAdvisor","0","0","0","0","0","0","1"
"L'image Art Hotel","https://www.tripadvisor.com//Hotel_Review-g293932-d14780154-Reviews-L_image_Art_Hotel-Yerevan.html",23240,48,"Yerevan","Yerevan","Pavstos Buzand street, Building 1, 1/1","0068",16,"Hotels in Yerevan",47,83,12,4.5,8,3,0,1,0,0,"{'English': 8, 'Russian': 4}","Booking.com","0","1","0","0","0","0","0"
"Lake Sevan Hostel","https://www.tripadvisor.com//Hotel_Review-g666442-d15237554-Reviews-Lake_Sevan_Hostel-Sevan_Lake_Sevan_Gegharkunik_Province.html",30508,63,"Gegharkunik Province","Lake Sevan","Sargis Sevanatsi Street 17","1501",0,NA,0,0,0,0,0,0,0,0,0,0,"[]","Booking.com","0","0","0","0","0","0","0"
"Lalvar","https://www.tripadvisor.com//Hotel_Review-g815351-d7057819-Reviews-Lalvar-Alaverdi_Lori_Province.html",23990,49,"Lori Province","Alaverdi","Engelsa st., 5","1704",19,"B&Bs / Inns in Alaverdi",5,14,6,3.5,3,0,2,0,1,0,"{'Russian': 3, 'English': 2, 'Polish': 1}","Booking.com","1","0","1","0","0","0","0"
"Lami Guest House","https://www.tripadvisor.com//Hotel_Review-g815353-d6865353-Reviews-Lami_Guest_House-Gyumri_Shirak_Province.html",30000,62,"Shirak Province","Gyumri","Shirakatsi Pogots 62, Bldg 1","3100",0,NA,0,0,0,0,0,0,0,0,0,0,"[]","Booking.com","0","0","0","0","0","0","0"
"Lanjik Guest House","https://www.tripadvisor.com//Hotel_Review-g2151208-d5544267-Reviews-Lanjik_Guest_House-Tsakhkadzor_Kotayk_Province.html",24716,51,"Kotayk Province","Tsakhkadzor","Orbeli St. 15/1","2310",43,"Specialty Lodging in Tsakhkadzor",5,27,7,4.5,4,3,0,0,0,0,"{'Russian': 5, 'English': 2}","Expedia.com","1","0","1","0","0","0","0"
"Latar Hotel","https://www.tripadvisor.com//Hotel_Review-g293932-d4176271-Reviews-Latar_Hotel-Yerevan.html",91544,188,"Yerevan","Yerevan","Silikyan district 5th street, 58","0029",27,"Hotels in Yerevan",59,83,19,4,2,3,1,0,1,0,"{'English': 7, 'Russian': 11, 'French': 1}","Expedia.com","1","1","1","0","0","0","0"
"Laura's Bed & Breakfast","https://www.tripadvisor.com//Hotel_Review-g1066129-d1067004-Reviews-Laura_s_Bed_Breakfast-Stepanavan_Lori_Province.html",40833,84,"Lori Province","Stepanavan","14 Ruminakan, Apt. 8","1901",62,"B&Bs / Inns in Stepanavan",3,6,3,4.5,1,2,0,0,0,0,"{'English': 3}","Booking.com","0","0","0","0","0","0","0"
"LeMarz Hostel","https://www.tripadvisor.com//Hotel_Review-g293932-d10540941-Reviews-LeMarz_Hostel-Yerevan.html",5760,12,"Yerevan","Yerevan","Keri Street 79, Qeru Street 79","0002",2,"Specialty Lodging in Yerevan",109,300,1,5,1,0,0,0,0,0,"{'English': 1}","Booking.com","1","0","0","0","0","0","0"
"Lena's B&B","https://www.tripadvisor.com//Hotel_Review-g1438527-d2039554-Reviews-Lena_s_B_B-Vanadzor_Lori_Province.html",12954,27,"Lori Province","Vanadzor","Orbeli 26","2009",23,"B&Bs / Inns in Vanadzor",8,16,4,5,3,1,0,0,0,0,"{'English': 4}","Booking.com","1","0","1","0","0","0","0"
"Lernagorts Hotel Kapan","https://www.tripadvisor.com//Hotel_Review-g2711245-d3308827-Reviews-Lernagorts_Hotel_Kapan-Kapan_Syunik_Province.html",12492,26,"Syunik Province","Kapan","2 K. Demirtchyan Str.",NA,5,"B&Bs / Inns in Kapan",5,9,7,2.5,0,2,3,0,2,0,"{'English': 4, 'Russian': 3}","Booking.com","0","0","0","0","0","0","1"
"Light Guest House","https://www.tripadvisor.com//Hotel_Review-g815353-d15079899-Reviews-Light_Guest_House-Gyumri_Shirak_Province.html",8325,17,"Shirak Province","Gyumri","Shahumyan Street 137","3104",0,NA,0,0,0,0,0,0,0,0,0,0,"[]","Booking.com","0","0","0","0","0","0","0"
"Light Wings Guesthouse","https://www.tripadvisor.com//Hotel_Review-g293932-d15022975-Reviews-Light_Wings_Guesthouse-Yerevan.html",14158,29,"Yerevan","Yerevan","Antarain str. 24/1","0009",0,"B&Bs / Inns in Yerevan",45,144,2,5,2,0,0,0,0,0,"{'English': 2}","Booking.com","0","0","0","0","0","0","0"
"Light Wings Hostel & Tours","https://www.tripadvisor.com//Hotel_Review-g293932-d12688198-Reviews-Light_Wings_Hostel_Tours-Yerevan.html",23742,49,"Yerevan","Yerevan","9th Aygestan Str.","0025",5,"Specialty Lodging in Yerevan",66,300,3,5,1,0,0,0,0,0,"{'English': 1, 'German': 1, 'Russian': 1}","Booking.com","0","0","0","0","0","0","0"
"Like Home","https://www.tripadvisor.com//Hotel_Review-g293932-d13204130-Reviews-Like_Home-Yerevan.html",6006,12,"Yerevan","Yerevan","Aygyestan 11 str. 10","0025",2,"Specialty Lodging in Yerevan",75,300,2,5,1,0,0,0,0,0,"{'English': 1, 'Russian': 1}","Agoda.com","1","0","1","0","0","0","0"
"Lilia Guest House","https://www.tripadvisor.com//Hotel_Review-g293932-d15335466-Reviews-Lilia_Guest_House-Yerevan.html",NA,NA,"Yerevan","Yerevan","Lisinyan str. 88","0005",2,NA,0,0,0,0,0,0,0,0,0,0,"[]","Agoda.com","0","0","0","0","0","0","0"
"Lilla Villa","https://www.tripadvisor.com//Hotel_Review-g1160895-d9698399-Reviews-Lilla_Villa-Dilijan_Tavush_Province.html",18000,37,"Tavush Province","Dilijan","Street Kalinini 157","3901",0,"Specialty Lodging in Dilijan",19,46,1,1,0,0,0,0,1,0,"{'English': 0, 'Russian': 1}","Booking.com","0","0","0","0","0","0","0"
"Lilvaldalux","https://www.tripadvisor.com//Hotel_Review-g2711288-d7249783-Reviews-Lilvaldalux-Vayk_Vayots_Dzor_Province.html",NA,NA,"Vayots Dzor Province","Vayk","Arshavir Melikyan 3","3801",0,NA,0,0,0,0,0,0,0,0,0,0,"[]","Hotels.com","1","0","1","0","0","0","0"
"Lina Guest House","https://www.tripadvisor.com//Hotel_Review-g2708789-d12084377-Reviews-Lina_Guest_House-Ijevan_Tavush_Province.html",5825,12,"Tavush Province","Ijevan","Metaghagorcner 2/2","4001",0,NA,0,0,0,0,0,0,0,0,0,0,"[]","Booking.com","1","0","1","0","0","0","0"
"Little Manila Hostel & Tours","https://www.tripadvisor.com//Hotel_Review-g293932-d11981746-Reviews-Little_Manila_Hostel_Tours-Yerevan.html",NA,NA,"Yerevan","Yerevan","Yeznik Koghbatsi St. 83","0033",7,NA,0,0,0,0,0,0,0,0,0,0,"[]","TripAdvisor","1","1","0","0","0","0","0"
"Lore Hotel","https://www.tripadvisor.com//Hotel_Review-g1066129-d12920712-Reviews-Lore_Hotel-Stepanavan_Lori_Province.html",20750,43,"Lori Province","Stepanavan","Antarayin 999 Stroenie","1901",0,NA,0,0,0,0,0,0,0,0,0,0,"[]","Expedia.com","1","0","1","0","0","0","0"
"Lori-Tour Guests House","https://www.tripadvisor.com//Hotel_Review-g1438527-d13839910-Reviews-Lori_Tour_Guests_House-Vanadzor_Lori_Province.html",8333,17,"Lori Province","Vanadzor","Nersisyan nrb. 36-10","2017",0,NA,0,0,0,0,0,0,0,0,0,0,"[]","Booking.com","0","0","0","0","0","0","0"
"Lori Berd","https://www.tripadvisor.com//Hotel_Review-g1066129-d6160256-Reviews-Lori_Berd-Stepanavan_Lori_Province.html",7083,15,"Lori Province","Stepanavan","Avetisyan St., 22",NA,0,NA,0,0,0,0,0,0,0,0,0,0,"[]","Booking.com","0","0","0","0","0","0","0"
"Lori Hotel","https://www.tripadvisor.com//Hotel_Review-g1066129-d14189971-Reviews-Lori_Hotel-Stepanavan_Lori_Province.html",12492,26,"Lori Province","Stepanavan","G. Njdeh 11","1901",43,NA,0,0,0,0,0,0,0,0,0,0,"[]","Booking.com","1","0","1","0","0","0","0"
"Lori Travel Guest House","https://www.tripadvisor.com//Hotel_Review-g1438527-d12979481-Reviews-Lori_Travel_Guest_House-Vanadzor_Lori_Province.html",40833,84,"Lori Province","Vanadzor",NA,"2013",6,"B&Bs / Inns in Vanadzor",7,16,1,5,1,0,0,0,0,0,"{'English': 1}","Booking.com","1","0","1","0","0","0","0"
"Lovely Goris","https://www.tripadvisor.com//Hotel_Review-g666439-d13936127-Reviews-Lovely_Goris-Goris_Syunik_Province.html",19125,39,"Syunik Province","Goris","Movses Khorenatsi St 55","3102",0,NA,0,0,0,0,0,0,0,0,0,0,"[]","Booking.com","0","0","0","0","0","0","0"
"Lucky Hostel","https://www.tripadvisor.com//Hotel_Review-g293932-d13966602-Reviews-Lucky_Hostel-Yerevan.html",NA,NA,"Yerevan","Yerevan","Tumanyan O. str. 1 / 37","0001",0,NA,0,0,0,0,0,0,0,0,0,0,"[]","Expedia.com","0","0","0","0","0","0","0"
"Lucy Guest House","https://www.tripadvisor.com//Hotel_Review-g293932-d14826684-Reviews-Lucy_Guest_House-Yerevan.html",NA,NA,"Yerevan","Yerevan","Mecarenc 94","0034",0,NA,0,0,0,0,0,0,0,0,0,0,"[]","Booking.com","0","0","0","0","0","0","0"
"Luxe Proshyan Str","https://www.tripadvisor.com//Hotel_Review-g293932-d10630717-Reviews-Luxe_Proshyan_Str-Yerevan.html",66490,137,"Yerevan","Yerevan","Proshyan ul. Pereulok 1, dom 70/3, 2 Etazhnyy Dom","0019",0,NA,0,0,0,0,0,0,0,0,0,0,"[]","Booking.com","1","0","1","0","0","0","0"
"Luxury Apartments In Center","https://www.tripadvisor.com//Hotel_Review-g293932-d16660951-Reviews-Luxury_Apartments_In_Center-Yerevan.html",NA,NA,"Yerevan","Yerevan","Tumanyan Area","0085",0,NA,0,0,0,0,0,0,0,0,0,0,"[]","Agoda.com","0","0","0","0","0","0","0"
"Luxury Hostel in Yerevan","https://www.tripadvisor.com//Hotel_Review-g293932-d10753688-Reviews-Luxury_Hostel_in_Yerevan-Yerevan.html",NA,NA,"Yerevan","Yerevan","Tavrizyan str. 61","0012",0,NA,0,0,0,0,0,0,0,0,0,0,"[]","Booking.com","0","0","0","0","0","0","0"
"Luys Hostel & Guest House","https://www.tripadvisor.com//Hotel_Review-g293932-d15030137-Reviews-Luys_Hostel_Guest_House-Yerevan.html",6667,14,"Yerevan","Yerevan","Keri str. 55/1","0028",33,NA,0,0,0,0,0,0,0,0,0,0,"[]","Hotels.com","1","0","1","0","0","0","0"
"Lyova & Sons B&B","https://www.tripadvisor.com//Hotel_Review-g666439-d2045428-Reviews-Lyova_Sons_B_B-Goris_Syunik_Province.html",20000,41,"Syunik Province","Goris","Gusan Ashot 12","3201",23,"B&Bs / Inns in Goris",9,30,14,4,4,7,3,0,0,0,"{'English': 8, 'French': 2, 'Russian': 2}","Booking.com","1","0","1","0","0","0","0"
"Lyusi Hostel","https://www.tripadvisor.com//Hotel_Review-g666439-d15000116-Reviews-Lyusi_Hostel-Goris_Syunik_Province.html",22875,47,"Syunik Province","Goris","Movses Khorenatsi Street 19","3201",2,NA,0,0,0,0,0,0,0,0,0,0,"[]","Booking.com","0","0","0","0","0","0","0"
"Magic Mouse","https://www.tripadvisor.com//Hotel_Review-g666442-d15245681-Reviews-Magic_Mouse-Sevan_Lake_Sevan_Gegharkunik_Province.html",37448,77,"Gegharkunik Province","Lake Sevan","Yerevan - Dilijan Hightway 98 Km","1506",0,NA,0,0,0,0,0,0,0,0,0,0,"[]","Expedia.com","0","0","0","0","0","0","0"
"Magnoliya Butik-Hostel","https://www.tripadvisor.com//Hotel_Review-g293932-d13414751-Reviews-Magnoliya_Butik_Hostel-Yerevan.html",13333,27,"Yerevan","Yerevan","Pr.Mashtots 37, sq. 65","0002",0,"Specialty Lodging in Yerevan",96,300,1,5,1,0,0,0,0,0,"{'English': 1}","Booking.com","1","0","0","0","0","0","0"
"Manand Hotel","https://www.tripadvisor.com//Hotel_Review-g293932-d9794631-Reviews-Manand_Hotel-Yerevan.html",15833,33,"Yerevan","Yerevan","Paronyana str. 15","0015",0,"Specialty Lodging in Yerevan",102,300,1,5,1,0,0,0,0,0,"{'English': 1}","Booking.com","0","0","0","0","0","0","0"
"Maria Resort","https://www.tripadvisor.com//Hotel_Review-g666442-d3199422-Reviews-Maria_Resort-Sevan_Lake_Sevan_Gegharkunik_Province.html",NA,NA,"Gegharkunik Province","Lake Sevan","Yerevan-Sevan Highway M-4",NA,25,"Hotels in Sevan",3,4,7,2.5,1,1,1,1,3,0,"{'English': 5, 'German': 1, 'French': 1}","Hotels.com","1","0","1","0","0","0","0"
"Marishok Hotel","https://www.tripadvisor.com//Hotel_Review-g2708795-d12606972-Reviews-Marishok_Hotel-Agarak_Syunik_Province.html",NA,NA,"Syunik Province","Agarak","Ghevond Hovhannisyan Street","3403",11,"B&Bs / Inns in Agarak",1,3,2,3.5,0,0,1,0,0,0,"{'English': 1, 'German': 1}","TripAdvisor","1","0","1","0","0","0","0"
"Mashtots Hotel","https://www.tripadvisor.com//Hotel_Review-g293932-d12120962-Reviews-Mashtots_Hotel-Yerevan.html",18325,38,"Yerevan","Yerevan","Mesrop Mashtots Avenue 40A","0002",18,"B&Bs / Inns in Yerevan",33,144,15,4,1,3,0,0,0,0,"{'English': 4, 'Russian': 7, 'Italian': 2, 'Chinese': 1, 'French': 1}","Booking.com","0","0","0","0","0","0","0"
"Masis B&B","https://www.tripadvisor.com//Hotel_Review-g666439-d12868240-Reviews-Masis_B_B-Goris_Syunik_Province.html",20000,41,"Syunik Province","Goris","Satyan Street 12","3203",0,NA,0,0,0,0,0,0,0,0,0,0,"[]","Booking.com","1","0","1","0","0","0","0"
"Masiv Hostel","https://www.tripadvisor.com//Hotel_Review-g293932-d7063615-Reviews-Masiv_Hostel-Yerevan.html",6667,14,"Yerevan","Yerevan","Floor 4-5 Moldovakan str.","0096",5,NA,0,0,0,0,0,0,0,0,0,0,"[]","Booking.com","1","0","1","0","0","0","0"
"Master's House Dayan","https://www.tripadvisor.com//Hotel_Review-g293932-d10817665-Reviews-Master_s_House_Dayan-Yerevan.html",13325,27,"Yerevan","Yerevan","Lusinyants 11","0082",24,"B&Bs / Inns in Yerevan",31,144,6,5,6,0,0,0,0,0,"{'Russian': 3, 'English': 1, 'French': 1, 'Italian': 1}","Booking.com","1","0","1","0","0","0","0"
"Master Class Hotel","https://www.tripadvisor.com//Hotel_Review-g293932-d1238111-Reviews-Master_Class_Hotel-Yerevan.html",NA,NA,"Yerevan","Yerevan","Tsitsyernakabyerdskoye highway 7/1","0082",0,NA,0,0,0,0,0,0,0,0,0,0,"[]","Agoda.com","0","0","0","0","0","0","0"
"Mayisyan Kamurdj Hotel","https://www.tripadvisor.com//Hotel_Review-g2708789-d6371689-Reviews-Mayisyan_Kamurdj_Hotel-Ijevan_Tavush_Province.html",18333,38,"Tavush Province","Ijevan","Tavush Marz","4006",6,"B&Bs / Inns in Ijevan",3,10,4,4,1,1,0,0,0,0,"{'English': 2, 'Russian': 1, 'Spanish': 1}","Booking.com","1","0","0","1","0","0","0"
"MBM Hotel Yerevan","https://www.tripadvisor.com//Hotel_Review-g293932-d13965226-Reviews-MBM_Hotel_Yerevan-Yerevan.html",15617,32,"Yerevan","Yerevan","Kochar Yervand str. 19/8","0070",14,"B&Bs / Inns in Yerevan",35,144,5,5,1,0,0,0,0,0,"{'English': 1, 'Russian': 2, 'French': 1}","Booking.com","1","0","1","0","0","0","0"
"Meghri Inn","https://www.tripadvisor.com//Hotel_Review-g4364202-d10236469-Reviews-Meghri_Inn-Meghri_Syunik_Province.html",NA,NA,"Syunik Province","Meghri","Zoravar Andranik 41","3401",0,NA,0,0,2,4,0,2,0,0,0,0,"{'English': 0, 'Dutch': 1, 'German': 1}","TripAdvisor","0","0","0","0","0","0","0"
"Messier 53 Hotel Yerevan","https://www.tripadvisor.com//Hotel_Review-g293932-d12311601-Reviews-Messier_53_Hotel_Yerevan-Yerevan.html",41658,86,"Yerevan","Yerevan","Vardanants St.,15/4","0010",111,"Hotels in Yerevan",33,83,74,4.5,9,5,5,0,5,0,"{'English': 47, 'Russian': 21, 'French': 4}","Booking.com","1","0","1","0","0","0","0"
"Metax House Yerevan","https://www.tripadvisor.com//Hotel_Review-g293932-d15324314-Reviews-Metax_House_Yerevan-Yerevan.html",NA,NA,"Yerevan","Yerevan","Txaxotagortneri 101,Tskhakhotagortsneri 101 Home 101","0018",0,NA,0,0,0,0,0,0,0,0,0,0,"[]","Booking.com","0","0","0","0","0","0","0"
"Metro Aparthotel","https://www.tripadvisor.com//Hotel_Review-g293932-d11760668-Reviews-Metro_Aparthotel-Yerevan.html",12742,26,"Yerevan","Yerevan","Argishti Street 4","0015",0,"Specialty Lodging in Yerevan",125,300,1,4,0,1,0,0,0,0,"{'English': 1}","Booking.com","1","0","0","0","0","0","0"
"Metro Garden","https://www.tripadvisor.com//Hotel_Review-g666442-d13992017-Reviews-Metro_Garden-Sevan_Lake_Sevan_Gegharkunik_Province.html",16561,34,"Gegharkunik Province","Lake Sevan","M4","1501",0,NA,0,0,0,0,0,0,0,0,0,0,"[]","Agoda.com","0","0","0","0","0","0","0"
"MGA Hostel & Tours","https://www.tripadvisor.com//Hotel_Review-g293932-d8005673-Reviews-MGA_Hostel_Tours-Yerevan.html",10850,22,"Yerevan","Yerevan","Khoryenatsi M. str. 10/17","0015",103,"Specialty Lodging in Yerevan",28,300,37,4.5,6,6,4,0,1,0,"{'English': 29, 'Russian': 7, 'Spanish': 1}","Booking.com","1","0","1","0","0","0","0"
